Customer_Identifier|Fund_Identifier|Period_Ending|Relationship_Started|Service_Provider_Identifier|Service_Type|TM_AUM_Under_Authority
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||14500000
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||-2525
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||-355270
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||-11531.25
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||4474.7667
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||17250
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||4287.5
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||7400
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||251890
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||2942.1296
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||256317.5087
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||977.832
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||-5625
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||-1420
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||0
1|10035923|3/31/2023||||5362.9933
1|10035923|3/31/2023||||49.4071
1|10035923|3/31/2023||||-2568.1401
1|10035923|3/31/2023||||-344.6422
1|10035923|3/31/2023||||-10576.1237
1|10035923|3/31/2023||||7040.0417
1|10035923|3/31/2023||||-1941.9031
1|10035923|3/31/2023||||3541.4142
1|10035923|3/31/2023||||2164.814
1|10035923|3/31/2023||||-39.042
1|10035923|3/31/2023||||1365.7083
1|10035923|3/31/2023||||836.1078
1|10035923|3/31/2023||||-1591.0671
1|10035923|3/31/2023||||3178.6465
1|10035923|3/31/2023||||1079.0329
1|10035923|3/31/2023||||398.4832
1|10035923|3/31/2023||||-204.4509
1|10035923|3/31/2023||||-4421.2989
1|10035923|3/31/2023||||437.8503
1|10035923|3/31/2023||||66.665
1|10035923|3/31/2023||||-3990.6094
1|10035923|3/31/2023||||-457.1959
1|10035923|3/31/2023||||-2436.1984
1|10035923|3/31/2023||||-1358.8678
1|10035923|3/31/2023||||-44.8637
1|10035923|3/31/2023||||-2929.9899
1|10035923|3/31/2023||||10768.733
1|10035923|3/31/2023||||-4746.803
1|10035923|3/31/2023||||-4748.4306
1|10035923|3/31/2023||||9446.6878
1|10035923|3/31/2023||||11358.2173
1|10035923|3/31/2023||||11724.5147
1|10035923|3/31/2023||||239.186
1|10035923|3/31/2023||||-8225.5992
1|10035923|3/31/2023||||8108.5791
1|10035923|3/31/2023||||-1599.7442
1|10035923|3/31/2023||||-996.3011
1|10035923|3/31/2023||||-2726.9344
1|10035923|3/31/2023||||-1279.4139
1|10035923|3/31/2023||||-3819.5604
1|10035923|3/31/2023||||12896.3778
1|10035923|3/31/2023||||-1216.5328
1|10035923|3/31/2023||||1544.4806
1|10035923|3/31/2023||||154.9715
1|10035923|3/31/2023||||-185.9902
1|10035923|3/31/2023||||72.9444
1|10035923|3/31/2023||||-18284.3346
1|10035923|3/31/2023||||-3380.6225
1|10035923|3/31/2023||||663.5328
1|10035923|3/31/2023||||50.8676
1|10035923|3/31/2023||||-2240.7931
1|10035923|3/31/2023||||14.7549
1|10035923|3/31/2023||||-7241.0856
1|10035923|3/31/2023||||-1267.0863
1|10035923|3/31/2023||||9075.9154
1|10035923|3/31/2023||||13137.5576
1|10035923|3/31/2023||||-5630.4607
1|10035923|3/31/2023||||686.6603
1|10035923|3/31/2023||||-2626.0215
1|10035923|3/31/2023||||8952.574
1|10035923|3/31/2023||||1256.5923
1|10035923|3/31/2023||||461.4772
1|10035923|3/31/2023||||-347.5487
1|10035923|3/31/2023||||-108.2349
1|10035923|3/31/2023||||-6343.0654
1|10035923|3/31/2023||||-1191.9848
1|10035923|3/31/2023||||10241.9565
1|10035923|3/31/2023||||44.3473
1|10035923|3/31/2023||||3362.3314
1|10035923|3/31/2023||||5273.6632
1|10035923|3/31/2023||||3398.1302
1|10035923|3/31/2023||||1479.4683
1|10035923|3/31/2023||||1305.5764
1|10035923|3/31/2023||||391.6735
1|10035923|3/31/2023||||-10521.0839
1|10035923|3/31/2023||||-692.2696
1|10035923|3/31/2023||||7289.5439
1|10035923|3/31/2023||||-2711.1857
1|10035923|3/31/2023||||-375.9062
1|10035923|3/31/2023||||-5008.9734
1|10035923|3/31/2023||||-316.0796
1|10035923|3/31/2023||||-1095.7991
1|10035923|3/31/2023||||2337.7839
1|10035923|3/31/2023||||-2562.3247
1|10035923|3/31/2023||||-305.756
1|10035923|3/31/2023||||-306.0744
1|10035923|3/31/2023||||-10252.1246
1|10035923|3/31/2023||||-5006.5248
1|10035923|3/31/2023||||2493.1155
1|10035923|3/31/2023||||5490.4695
1|10035923|3/31/2023||||72.1151
1|10035923|3/31/2023||||1625.8555
1|10035923|3/31/2023||||113.1469
1|10035923|3/31/2023||||-3273.9818
1|10035923|3/31/2023||||1160.3095
1|10035923|3/31/2023||||-776.8355
1|10035923|3/31/2023||||1558.4755
1|10035923|3/31/2023||||-9884.4661
1|10035923|3/31/2023||||381.6344
1|10035923|3/31/2023||||395.9675
1|10035923|3/31/2023||||100.5177
1|10035923|3/31/2023||||9654.7331
1|10035923|3/31/2023||||1277.6722
1|10035923|3/31/2023||||669.2617
1|10035923|3/31/2023||||1365.476
1|10035923|3/31/2023||||-1792.1004
1|10035923|3/31/2023||||-2066.8187
1|10035923|3/31/2023||||8213.216
1|10035923|3/31/2023||||1743.0814
1|10035923|3/31/2023||||-11318.5065
1|10035923|3/31/2023||||4035.8491
1|10035923|3/31/2023||||2368.7146
1|10035923|3/31/2023||||-3019.6047
1|10035923|3/31/2023||||496.756
1|10035923|3/31/2023||||159.4807
1|10035923|3/31/2023||||-30.5027
1|10035923|3/31/2023||||-983.0457
1|10035923|3/31/2023||||-71.4382
1|10035923|3/31/2023||||478.8073
1|10035923|3/31/2023||||-8.6466
1|10035923|3/31/2023||||-11419.3002
1|10035923|3/31/2023||||306.9416
1|10035923|3/31/2023||||-444.8413
1|10035923|3/31/2023||||3408.6442
1|10035923|3/31/2023||||-2476.047
1|10035923|3/31/2023||||-2060.3464
1|10035923|3/31/2023||||1637.2569
1|10035923|3/31/2023||||112.5503
1|10035923|3/31/2023||||-10.0668
1|10035923|3/31/2023||||-6011.1947
1|10035923|3/31/2023||||624.6063
1|10035923|3/31/2023||||-3911.2571
1|10035923|3/31/2023||||1066.1184
1|10035923|3/31/2023||||-5696.2533
1|10035923|3/31/2023||||-1045.1446
1|10035923|3/31/2023||||537.3496
1|10035923|3/31/2023||||-6207.4686
1|10035923|3/31/2023||||-2890.9873
1|10035923|3/31/2023||||1805.0833
1|10035923|3/31/2023||||2608.9988
1|10035923|3/31/2023||||-458.5738
1|10035923|3/31/2023||||525.6459
1|10035923|3/31/2023||||533.496
1|10035923|3/31/2023||||-6700.8368
1|10035923|3/31/2023||||-0.8181
1|10035923|3/31/2023||||1517.8077
1|10035923|3/31/2023||||-55.5753
1|10035923|3/31/2023||||553.8053
1|10035923|3/31/2023||||14791.8757
1|10035923|3/31/2023||||-1048.4096
1|10035923|3/31/2023||||212.8681
1|10035923|3/31/2023||||14278.2527
1|10035923|3/31/2023||||-10140.4325
1|10035923|3/31/2023||||1508.1014
1|10035923|3/31/2023||||175.9701
1|10035923|3/31/2023||||1205.95
1|10035923|3/31/2023||||-1374.0688
1|10035923|3/31/2023||||1.4899
1|10035923|3/31/2023||||0.5255
1|10035923|3/31/2023||||1927.3447
1|10035923|3/31/2023||||-557.3001
1|10035923|3/31/2023||||8.8949
1|10035923|3/31/2023||||-314.1914
1|10035923|3/31/2023||||1050.3041
1|10035923|3/31/2023||||7803.6932
1|10035923|3/31/2023||||5194.7563
1|10035923|3/31/2023||||3536.4855
1|10035923|3/31/2023||||2562.5689
1|10035923|3/31/2023||||-833.4086
1|10035923|3/31/2023||||-6674.5981
1|10035923|3/31/2023||||-1406.4949
1|10035923|3/31/2023||||417.0726
1|10035923|3/31/2023||||3769.114
1|10035923|3/31/2023||||-3444.1587
1|10035923|3/31/2023||||-1311.1511
1|10035923|3/31/2023||||1607.8708
1|10035923|3/31/2023||||3487.6102
1|10035923|3/31/2023||||-4145.2036
1|10035923|3/31/2023||||-92.6498
1|10035923|3/31/2023||||-1148.507
1|10035923|3/31/2023||||-390.8803
1|10035923|3/31/2023||||554.575
1|10035923|3/31/2023||||74.9194
1|10035923|3/31/2023||||407.3087
1|10035923|3/31/2023||||3469.9366
1|10035923|3/31/2023||||-10334.7657
1|10035923|3/31/2023||||-3.3325
1|10035923|3/31/2023||||255.3055
1|10035923|3/31/2023||||-6638.5515
1|10035923|3/31/2023||||-18.5616
1|10035923|3/31/2023||||6.4481
1|10035923|3/31/2023||||21684.6228
1|10035923|3/31/2023||||2528.7073
1|10035923|3/31/2023||||2.6244
1|10035923|3/31/2023||||-6004.9611
1|10035923|3/31/2023||||-0.3883
1|10035923|3/31/2023||||-2669.596
1|10035923|3/31/2023||||24.4772
1|10035923|3/31/2023||||-14775.1749
1|10035923|3/31/2023||||-5082.0284
1|10035923|3/31/2023||||384.0967
1|10035923|3/31/2023||||-1563.9152
1|10035923|3/31/2023||||-1037.8919
1|10035923|3/31/2023||||-2396.3149
1|10035923|3/31/2023||||2180.2172
1|10035923|3/31/2023||||7552.2201
1|10035923|3/31/2023||||-1838.6285
1|10035923|3/31/2023||||555.5615
1|10035923|3/31/2023||||-1932.6905
1|10035923|3/31/2023||||2.8441
1|10035923|3/31/2023||||-468.1066
1|10035923|3/31/2023||||1971.7115
1|10035923|3/31/2023||||116.6285
1|10035923|3/31/2023||||-4107.2108
1|10035923|3/31/2023||||-7153.7816
1|10035923|3/31/2023||||-387.5623
1|10035923|3/31/2023||||789.6678
1|10035923|3/31/2023||||-6266.7536
1|10035923|3/31/2023||||5045.227
1|10035923|3/31/2023||||-176.2079
1|10035923|3/31/2023||||1063.9165
1|10035923|3/31/2023||||-18693.0736
1|10035923|3/31/2023||||1432.2625
1|10035923|3/31/2023||||206.4636
1|10035923|3/31/2023||||-2792.8043
1|10035923|3/31/2023||||1264.9954
1|10035923|3/31/2023||||-5178.1814
1|10035923|3/31/2023||||-1692.9389
1|10035923|3/31/2023||||-0.0169
1|10035923|3/31/2023||||-8723.2039
1|10035923|3/31/2023||||1093.0745
1|10035923|3/31/2023||||3511.8367
1|10035923|3/31/2023||||-28.5876
1|10035923|3/31/2023||||-66.5784
1|10035923|3/31/2023||||32.5217
1|10035923|3/31/2023||||3064.176
1|10035923|3/31/2023||||-1316.1669
1|10035923|3/31/2023||||-14.219
1|10035923|3/31/2023||||-2218.6293
1|10035923|3/31/2023||||-5858.6143
1|10035923|3/31/2023||||-553.2414
1|10035923|3/31/2023||||4909.4015
1|10035923|3/31/2023||||11340.3941
1|10035923|3/31/2023||||779.1761
1|10035923|3/31/2023||||685.7397
1|10035923|3/31/2023||||-6414.9824
1|10035923|3/31/2023||||-1257.3486
1|10035923|3/31/2023||||1596.679
1|10035923|3/31/2023||||9338.9814
1|10035923|3/31/2023||||-421.7263
1|10035923|3/31/2023||||1864.6445
1|10035923|3/31/2023||||-2804.3009
1|10035923|3/31/2023||||1804.9074
1|10035923|3/31/2023||||-3301.8184
1|10035923|3/31/2023||||-122.5293
1|10035923|3/31/2023||||505.1037
1|10035923|3/31/2023||||9500.1389
1|10035923|3/31/2023||||187.4248
1|10035923|3/31/2023||||4942.8469
1|10035923|3/31/2023||||3175.4448
1|10035923|3/31/2023||||2530.4067
1|10035923|3/31/2023||||-19839.1248
1|10035923|3/31/2023||||-1482.5582
1|10035923|3/31/2023||||-0.8545
1|10035923|3/31/2023||||-902.7363
1|10035923|3/31/2023||||648.6062
1|10035923|3/31/2023||||-1787.8173
1|10035923|3/31/2023||||4157.8376
1|10035923|3/31/2023||||-2627.6261
1|10035923|3/31/2023||||1887.1471
1|10035923|3/31/2023||||4405.3492
1|10035923|3/31/2023||||423.251
1|10035923|3/31/2023||||804.3524
1|10035923|3/31/2023||||2439.1106
1|10035923|3/31/2023||||252.4446
1|10035923|3/31/2023||||-7526.0499
1|10035923|3/31/2023||||3027.8992
1|10035923|3/31/2023||||2281.498
1|10035923|3/31/2023||||-21.7609
1|10035923|3/31/2023||||7232.0322
1|10035923|3/31/2023||||-542.1993
1|10035923|3/31/2023||||-224.6504
1|10035923|3/31/2023||||5745.9182
1|10035923|3/31/2023||||-0.0138
1|10035923|3/31/2023||||8454.395
1|10035923|3/31/2023||||-11470.8468
1|10035923|3/31/2023||||1922.7219
1|10035923|3/31/2023||||-2859.6207
