Custodian_Identifier|Customer_Identifier|Fund_Identifier|Mark_to_Market_Value|Market_Value|Period_Date|Position_Identifier|Position_Type|Security_Identifier|Cost|YTD GL
|1|10035918|0|0|3/31/2023|1040681475||1040681475|0|0
|1|10035918|0|0|3/31/2023|1040741641||1040741641|0|0
|1|10035918|0|0|3/31/2023|1040823392||1040823392|0|0
|1|10035918|0|0|3/31/2023|1040828832||1040828832|0|0
|1|10035918|0|0|3/31/2023|1041079358||1041079358|0|0
|1|10035918|0|0|3/31/2023|1041837274||1041837274|0|0
|1|10035918|0|0|3/31/2023|1040987213||1040987213|0|0
|1|10035918|0|0|3/31/2023|1041067220||1041067220|0|0
|1|10035918|0|0|3/31/2023|1041141037||1041141037|0|0
|1|10035918|0|0|3/31/2023|1041191981||1041191981|0|0
|1|10035918|0|0|3/31/2023|1040366658||1040366658|0|0
|1|10035918|0|0|3/31/2023|1041837380||1041837380|0|0
|1|10035918|0|0|3/31/2023|1040858722||1040858722|0|0
|1|10035918|0|0|3/31/2023|1040397985||1040397985|0|0
|1|10035918|0|0|3/31/2023|1041041315||1041041315|0|0
|1|10035918|0|0|3/31/2023|1041067114||1041067114|0|0
|1|10035918|0|0|3/31/2023|1041207839||1041207839|0|0
|1|10035918|0|0|3/31/2023|1040431317||1040431317|0|0
|1|10035918|0|0|3/31/2023|1041352255||1041352255|0|0
|1|10035918|0|0|3/31/2023|1040506435||1040506435|0|0
|1|10035918|0|0|3/31/2023|1040303821||1040303821|0|0
|1|10035918|0|0|3/31/2023|1040585620||1040585620|0|0
|1|10035918|0|0|3/31/2023|1040359004||1040359004|0|0
|1|10035918|0|0|3/31/2023|1041192274||1041192274|0|0
|1|10035918|0|0|3/31/2023|1040660840||1040660840|0|0
|1|10035918|0|0|3/31/2023|1040552811||1040552811|0|0
|1|10035918|0|0|3/31/2023|1040668415||1040668415|0|0
|1|10035918|0|0|3/31/2023|1040575485||1040575485|0|0
|1|10035918|0|0|3/31/2023|1040896333||1040896333|0|0
|1|10035918|0|0|3/31/2023|1040713505||1040713505|0|0
|1|10035918|0|0|3/31/2023|1041289014||1041289014|0|0
|1|10035918|0|0|3/31/2023|1040644385||1040644385|0|0
|1|10035918|0|0|3/31/2023|1040823342||1040823342|0|0
|1|10035918|0|0|3/31/2023|1040787207||1040787207|0|0
|1|10035918|0|0|3/31/2023|1041317242||1041317242|0|0
|1|10035918|0|0|3/31/2023|1040692236||1040692236|0|0
|1|10035918|0|0|3/31/2023|1040828609||1040828609|0|0
|1|10035918|0|0|3/31/2023|1040965413||1040965413|0|0
|1|10035918|0|0|3/31/2023|1040845732||1040845732|0|0
|1|10035918|0|0|3/31/2023|1040705086||1040705086|0|0
|1|10035918|0|0|3/31/2023|1040950429||1040950429|0|0
|1|10035918|0|0|3/31/2023|1041157715||1041157715|0|0
|1|10035918|0|0|3/31/2023|1040910898||1040910898|0|0
|1|10035918|0|0|3/31/2023|1041123783||1041123783|0|0
|1|10035918|0|0|3/31/2023|1041004506||1041004506|0|0
|1|10035918|0|0|3/31/2023|1041178416||1041178416|0|0
|1|10035918|0|0|3/31/2023|1041028750||1041028750|0|0
|1|10035918|0|0|3/31/2023|1041226582||1041226582|0|0
|1|10035918|0|0|3/31/2023|1041054915||1041054915|0|0
|1|10035918|0|0|3/31/2023|1041230925||1041230925|0|0
|1|10035918|0|0|3/31/2023|1041140935||1041140935|0|0
|1|10035918|0|0|3/31/2023|1041246091||1041246091|0|0
|1|10035918|0|0|3/31/2023|1041413153||1041413153|0|0
|1|10035918|0|0|3/31/2023|1040681405||1040681405|0|0
|1|10035918|0|0|3/31/2023|1041437447|Short|1041437447|0|0
|1|10035918|0|0|3/31/2023|1040754716||1040754716|0|0
|1|10035918|0|0|3/31/2023|1040617583||1040617583|0|0
|1|10035918|0|0|3/31/2023|1040928350||1040928350|0|0
|1|10035918|0|0|3/31/2023|1040741504||1040741504|0|0
|1|10035918|0|0|3/31/2023|1040987133||1040987133|0|0
|1|10035918|0|0|3/31/2023|1040803132||1040803132|0|0
|1|10035918|0|0|3/31/2023|1041079564||1041079564|0|0
|1|10035918|0|0|3/31/2023|1040880653||1040880653|0|0
|1|10035918|0|0|3/31/2023|1041360902||1041360902|0|0
|1|10035918|0|0|3/31/2023|1041382288||1041382288|0|0
|1|10035918|0|0|3/31/2023|1041397915||1041397915|0|0
|1|10035918|0|0|3/31/2023|1040359082||1040359082|0|0
|1|10035918|0|0|3/31/2023|1039119419||1039119419|0|-8340.6647
|1|10035918|0|0|3/31/2023|1040660930||1040660930|0|0
|1|10035918|0|0|3/31/2023|1040950559||1040950559|0|0
|1|10035918|0|0|3/31/2023|1040585646||1040585646|0|0
|1|10035918|0|0|3/31/2023|1041067244||1041067244|0|0
|1|10035918|0|0|3/31/2023|1040787320||1040787320|0|0
|1|10035918|0|0|3/31/2023|1040506520||1040506520|0|0
|1|10035918|0|0|3/31/2023|1040928470||1040928470|0|0
|1|10035918|0|0|3/31/2023|1040668524||1040668524|0|0
|1|10035918|0|0|3/31/2023|1041079334||1041079334|0|0
|1|10035918|0|0|3/31/2023|1040987224||1040987224|0|0
|1|10035918|0|0|3/31/2023|1041157606||1041157606|0|0
|1|10035918|0|0|3/31/2023|1040398080||1040398080|0|0
|1|10035918|0|0|3/31/2023|1040713038||1040713038|0|0
|1|10035918|0|0|3/31/2023|1040681485||1040681485|0|0
|1|10035918|0|0|3/31/2023|1040617522||1040617522|0|0
|1|10035918|0|0|3/31/2023|1040705151||1040705151|0|0
|1|10035918|0|0|3/31/2023|1040858613||1040858613|0|0
|1|10035918|0|0|3/31/2023|1040754219||1040754219|0|0
|1|10035918|0|0|3/31/2023|1040644446||1040644446|0|0
|1|10035918|0|0|3/31/2023|1040828807||1040828807|0|0
|1|10035918|0|0|3/31/2023|1040880731||1040880731|0|0
|1|10035918|0|0|3/31/2023|1040803214||1040803214|0|0
|1|10035918|0|0|3/31/2023|1040552896||1040552896|0|0
|1|10035918|0|0|3/31/2023|1040366554||1040366554|0|0
|1|10035918|0|0|3/31/2023|1041192005||1041192005|0|0
|1|10035918|0|0|3/31/2023|1041041393||1041041393|0|0
|1|10035918|0|0|3/31/2023|1040575526||1040575526|0|0
|1|10035918|0|0|3/31/2023|1040823368||1040823368|0|0
|1|10035918|0|0|3/31/2023|1040741617||1040741617|0|0
|1|10035918|0|0|3/31/2023|1040303847||1040303847|0|0
|1|10035918|0|0|3/31/2023|1041123653||1041123653|0|0
|1|10035918|0|0|3/31/2023|1040910789||1040910789|0|0
|1|10035918|0|0|3/31/2023|1041141013||1041141013|0|0
|1|10035918|0|0|3/31/2023|1040431356||1040431356|0|0
|1|10035918|0|0|3/31/2023|1041837250||1041837250|0|0
|1|10035918|0|0|3/31/2023|1041054862||1041054862|0|0
|1|10035918|0|0|3/31/2023|1040692349||1040692349|0|0
|1|10035918|0|0|3/31/2023|1040845814||1040845814|0|0
|1|10035918|0|0|3/31/2023|1040896478||1040896478|0|0
|1|10035918|0|0|3/31/2023|1040965304||1040965304|0|0
|1|10035918|0|0|3/31/2023|1041004376||1041004376|0|0
|1|10035918|0|0|3/31/2023|1041028841||1041028841|0|0
|1|10035918|0|0|3/31/2023|1040303545||1040303545|0|0
|1|10035918|0|0|3/31/2023|1040552878||1040552878|0|0
|1|10035918|0|0|3/31/2023|1040617687||1040617687|0|0
|1|10035918|0|0|3/31/2023|1041207766||1041207766|0|0
|1|10035918|0|0|3/31/2023|1040359135||1040359135|0|0
|1|10035918|0|0|3/31/2023|1040681469||1040681469|0|0
|1|10035918|0|0|3/31/2023|1040928210||1040928210|0|0
|1|10035918|0|0|3/31/2023|1040660912||1040660912|0|0
|1|10035918|0|0|3/31/2023|1040366385||1040366385|0|0
|1|10035918|0|0|3/31/2023|1040575595||1040575595|0|0
|1|10035918|0|0|3/31/2023|1040950364||1040950364|0|0
|1|10035918|0|0|3/31/2023|1040668244||1040668244|0|0
|1|10035918|0|0|3/31/2023|1040506502||1040506502|0|0
|1|10035918|0|0|3/31/2023|1040823129||1040823129|0|0
|1|10035918|0|0|3/31/2023|1041066954||1041066954|0|0
|1|10035918|0|0|3/31/2023|1040845798||1040845798|0|0
|1|10035918|0|0|3/31/2023|1040644503||1040644503|0|0
|1|10035918|0|0|3/31/2023|1040704937||1040704937|0|0
|1|10035918|0|0|3/31/2023|1041123516||1041123516|0|0
|1|10035918|0|0|3/31/2023|1040713124||1040713124|0|0
|1|10035918|0|0|3/31/2023|1040692435||1040692435|0|0
|1|10035918|0|0|3/31/2023|1040858455||1040858455|0|0
|1|10035918|0|0|3/31/2023|1041141070||1041141070|0|0
|1|10035918|0|0|3/31/2023|1041157469||1041157469|0|0
|1|10035918|0|0|3/31/2023|1041004279||1041004279|0|0
|1|10035918|0|0|3/31/2023|1040910631||1040910631|0|0
|1|10035918|0|0|3/31/2023|1041360971||1041360971|0|0
|1|10035918|0|0|3/31/2023|1041397772||1041397772|0|0
|1|10035918|0|0|3/31/2023|1041054790||1041054790|0|0
|1|10035918|0|0|3/31/2023|1040880788||1040880788|0|0
|1|10035918|0|0|3/31/2023|1041437577|Short|1041437577|0|0
|1|10035918|0|0|3/31/2023|1041317056||1041317056|0|0
|1|10035918|0|0|3/31/2023|1040987207||1040987207|0|0
|1|10035918|0|0|3/31/2023|1040398060||1040398060|0|0
|1|10035918|0|0|3/31/2023|1041192204||1041192204|0|0
|1|10035918|0|0|3/31/2023|1041352029||1041352029|0|0
|1|10035918|0|0|3/31/2023|1041178494||1041178494|0|0
|1|10035918|0|0|3/31/2023|1040431070||1040431070|0|0
|1|10035918|0|0|3/31/2023|1041226369||1041226369|0|0
|1|10035918|0|0|3/31/2023|1041836989||1041836989|0|0
|1|10035918|0|0|3/31/2023|1041245918||1041245918|0|0
|1|10035918|0|0|3/31/2023|1040741703||1040741703|0|0
|1|10035918|0|0|3/31/2023|1041289145||1041289145|0|0
|1|10035918|0|0|3/31/2023|1040803198||1040803198|0|0
|1|10035918|0|0|3/31/2023|1040787377||1040787377|0|0
|1|10035918|0|0|3/31/2023|1040828701||1040828701|0|0
|1|10035918|0|0|3/31/2023|1041041450||1041041450|0|0
|1|10035918|0|0|3/31/2023|1040896421||1040896421|0|0
|1|10035918|0|0|3/31/2023|1041079318||1041079318|0|0
|1|10035918|0|0|3/31/2023|1040965240||1040965240|0|0
|1|10035918|0|0|3/31/2023|1041028824||1041028824|0|0
|1|10035918|0|0|3/31/2023|1041230785||1041230785|0|0
|1|10035918|0|0|3/31/2023|1041382357||1041382357|0|0
|1|10035918|0|0|3/31/2023|1041413011||1041413011|0|0
|1|10035918|0|0|3/31/2023|1040585528||1040585528|0|0
|1|10035918|0|0|3/31/2023|1040754536||1040754536|0|0
|1|10035918|0|0|3/31/2023|1040741500||1040741500|0|0
|1|10035918|0|0|3/31/2023|1040506510||1040506510|0|0
|1|10035918|0|0|3/31/2023|1040681476||1040681476|0|0
|1|10035918|0|0|3/31/2023|1040303817||1040303817|0|0
|1|10035918|0|0|3/31/2023|1040787203||1040787203|0|0
|1|10035918|0|0|3/31/2023|1040552886||1040552886|0|0
|1|10035918|0|0|3/31/2023|1040713501||1040713501|0|0
|1|10035918|0|0|3/31/2023|1040585616||1040585616|0|0
|1|10035918|0|0|3/31/2023|1040987214||1040987214|0|0
|1|10035918|0|0|3/31/2023|1040644381||1040644381|0|0
|1|10035918|0|0|3/31/2023|1040858718||1040858718|0|0
|1|10035918|0|0|3/31/2023|1040660920||1040660920|0|0
|1|10035918|0|0|3/31/2023|1041028831||1041028831|0|0
|1|10035918|0|0|3/31/2023|1040803205||1040803205|0|0
|1|10035918|0|0|3/31/2023|1040910894||1040910894|0|0
|1|10035918|0|0|3/31/2023|1040828605||1040828605|0|0
|1|10035918|0|0|3/31/2023|1040617587||1040617587|0|0
|1|10035918|0|0|3/31/2023|1040705082||1040705082|0|0
|1|10035918|0|0|3/31/2023|1041246087||1041246087|0|0
|1|10035918|0|0|3/31/2023|1040668419||1040668419|0|0
|1|10035918|0|0|3/31/2023|1041413157||1041413157|0|0
|1|10035918|0|0|3/31/2023|1040823338||1040823338|0|0
|1|10035918|0|0|3/31/2023|1040950433||1040950433|0|0
|1|10035918|0|0|3/31/2023|1041317238||1041317238|0|0
|1|10035918|0|0|3/31/2023|1041123779||1041123779|0|0
|1|10035918|0|0|3/31/2023|1041054936||1041054936|0|0
|1|10035918|0|0|3/31/2023|1041352251||1041352251|0|0
|1|10035918|0|0|3/31/2023|1040754720||1040754720|0|0
|1|10035918|0|0|3/31/2023|1041157711||1041157711|0|0
|1|10035918|0|0|3/31/2023|1040366654||1040366654|0|0
|1|10035918|0|0|3/31/2023|1041437443|Short|1041437443|0|0
|1|10035918|0|0|3/31/2023|1040896337||1040896337|0|0
|1|10035918|0|0|3/31/2023|1041837376||1041837376|0|0
|1|10035918|0|0|3/31/2023|1041397919||1041397919|0|0
|1|10035918|0|0|3/31/2023|1040928346||1040928346|0|0
|1|10035918|0|0|3/31/2023|1040692232||1040692232|0|0
|1|10035918|0|0|3/31/2023|1041041311||1041041311|0|0
|1|10035918|0|0|3/31/2023|1040845805||1040845805|0|0
|1|10035918|0|0|3/31/2023|1041140931||1041140931|0|0
|1|10035918|0|0|3/31/2023|1040880649||1040880649|0|0
|1|10035918|0|0|3/31/2023|1041226578||1041226578|0|0
|1|10035918|0|0|3/31/2023|1041004502||1041004502|0|0
|1|10035918|0|0|3/31/2023|1041382364||1041382364|0|0
|1|10035918|0|0|3/31/2023|1041067118||1041067118|0|0
|1|10035918|0|0|3/31/2023|1041079560||1041079560|0|0
|1|10035918|0|0|3/31/2023|1041192282||1041192282|0|0
|1|10035918|0|0|3/31/2023|1041230921||1041230921|0|0
|1|10035918|0|0|3/31/2023|1040398069||1040398069|0|0
|1|10035918|0|0|3/31/2023|1040359000||1040359000|0|0
|1|10035918|0|0|3/31/2023|1040431328||1040431328|0|0
|1|10035918|0|0|3/31/2023|1040575413||1040575413|0|0
|1|10035918|0|0|3/31/2023|1040965409||1040965409|0|0
|1|10035918|0|0|3/31/2023|1041178501||1041178501|0|0
|1|10035918|0|0|3/31/2023|1041207843||1041207843|0|0
|1|10035918|0|0|3/31/2023|1041289010||1041289010|0|0
|1|10035918|0|0|3/31/2023|1041360978||1041360978|0|0
|1|10035918|0|0|3/31/2023|1040359196||1040359196|0|0
|1|10035918|0|0|3/31/2023|1040965206||1040965206|0|0
|1|10035918|0|0|3/31/2023|1040506719||1040506719|0|0
|1|10035918|0|0|3/31/2023|1040366538||1040366538|0|0
|1|10035918|0|0|3/31/2023|1040705195||1040705195|0|0
|1|10035918|0|0|3/31/2023|1040858603||1040858603|0|0
|1|10035918|0|0|3/31/2023|1040754509||1040754509|0|0
|1|10035918|0|0|3/31/2023|1040741759||1040741759|0|0
|1|10035918|0|0|3/31/2023|1040787433||1040787433|0|0
|1|10035918|0|0|3/31/2023|1040950515||1040950515|0|0
|1|10035918|0|0|3/31/2023|1041029057||1041029057|0|0
|1|10035918|0|0|3/31/2023|1040828797||1040828797|0|0
|1|10035918|0|0|3/31/2023|1041054994||1041054994|0|0
|1|10035918|0|0|3/31/2023|1041157752||1041157752|0|0
|1|10035918|0|0|3/31/2023|1041067200||1041067200|0|0
|1|10035918|0|0|3/31/2023|1041141126||1041141126|0|0
|1|10035918|0|0|3/31/2023|1041246138||1041246138|0|0
|1|10035918|0|0|3/31/2023|1041289201||1041289201|0|0
|1|10035918|0|0|3/31/2023|1041041506||1041041506|0|0
|1|10035918|0|0|3/31/2023|1041191953||1041191953|0|0
|1|10035918|0|0|3/31/2023|1041317156||1041317156|0|0
|1|10035918|0|0|3/31/2023|1041230962||1041230962|0|0
|1|10035918|0|0|3/31/2023|1041837294||1041837294|0|0
|1|10035918|0|0|3/31/2023|1041361214||1041361214|0|0
|1|10035918|0|0|3/31/2023|1041004420||1041004420|0|0
|1|10035918|0|0|3/31/2023|1041397879||1041397879|0|0
|1|10035918|0|0|3/31/2023|1041207815||1041207815|0|0
|1|10035918|0|0|3/31/2023|1041413257||1041413257|0|0
|1|10035918|0|0|3/31/2023|1041352169||1041352169|0|0
|1|10035918|0|0|3/31/2023|1040553095||1040553095|0|0
|1|10035918|0|0|3/31/2023|1041382599||1041382599|0|0
|1|10035918|0|0|3/31/2023|1040713180||1040713180|0|0
|1|10035918|0|0|3/31/2023|1040303735||1040303735|0|0
|1|10035918|0|0|3/31/2023|1040896240||1040896240|0|0
|1|10035918|0|0|3/31/2023|1040398304||1040398304|0|0
|1|10035918|0|0|3/31/2023|1041079601||1041079601|0|0
|1|10035918|0|0|3/31/2023|1040880844||1040880844|0|0
|1|10035918|0|0|3/31/2023|1040431233||1040431233|0|0
|1|10035918|0|0|3/31/2023|1040928387||1040928387|0|0
|1|10035918|0|0|3/31/2023|1040910779||1040910779|0|0
|1|10035918|0|0|3/31/2023|1040987440||1040987440|0|0
|1|10035918|0|0|3/31/2023|1041123697||1041123697|0|0
|1|10035918|0|0|3/31/2023|1041226252||1041226252|0|0
|1|10035918|0|0|3/31/2023|1041178758||1041178758|0|0
|1|10035918|0|0|3/31/2023|1041437625|Short|1041437625|0|0
|1|10035918|0|0|3/31/2023|1041191825||1041191825|0|0
|1|10035918|0|0|3/31/2023|1040787256||1040787256|0|0
|1|10035918|0|0|3/31/2023|1040398073||1040398073|0|0
|1|10035918|0|0|3/31/2023|1040366459||1040366459|0|0
|1|10035918|0|0|3/31/2023|1041207944||1041207944|0|0
|1|10035918|0|0|3/31/2023|1038069362||1038069362|0|266792.9773
|1|10035918|0|0|3/31/2023|1040828783||1040828783|0|0
|1|10035918|0|0|3/31/2023|1040506514||1040506514|0|0
|1|10035918|0|0|3/31/2023|1041230995||1041230995|0|0
|1|10035918|0|0|3/31/2023|1040787419||1040787419|0|0
|1|10035918|0|0|3/31/2023|1040845809||1040845809|0|0
|1|10035918|0|0|3/31/2023|1040754572||1040754572|0|0
|1|10035918|0|0|3/31/2023|1041352155||1041352155|0|0
|1|10035918|0|0|3/31/2023|1040965462||1040965462|0|0
|1|10035918|0|0|3/31/2023|1040858563||1040858563|0|0
|1|10035918|0|0|3/31/2023|1041004347||1041004347|0|0
|1|10035918|0|0|3/31/2023|1041041492||1041041492|0|0
|1|10035918|0|0|3/31/2023|1041079390||1041079390|0|0
|1|10035918|0|0|3/31/2023|1041140984||1041140984|0|0
|1|10035918|0|0|3/31/2023|1041123624||1041123624|0|0
|1|10035918|0|0|3/31/2023|1041178505||1041178505|0|0
|1|10035918|0|0|3/31/2023|1041141112||1041141112|0|0
|1|10035918|0|0|3/31/2023|1040359053||1040359053|0|0
|1|10035918|0|0|3/31/2023|1041178506||1041178506|0|0
|1|10035918|0|0|3/31/2023|1040359182||1040359182|0|0
|1|10035918|0|0|3/31/2023|1041226477||1041226477|0|0
|1|10035918|0|0|3/31/2023|1040366523||1040366523|0|0
|1|10035918|0|0|3/31/2023|1041398017||1041398017|0|0
|1|10035918|0|0|3/31/2023|1040705020||1040705020|0|0
|1|10035918|0|0|3/31/2023|1040987218||1040987218|0|0
|1|10035918|0|0|3/31/2023|1040712974||1040712974|0|0
|1|10035918|0|0|3/31/2023|1041246124||1041246124|0|0
|1|10035918|0|0|3/31/2023|1040552890||1040552890|0|0
|1|10035918|0|0|3/31/2023|1041352129||1041352129|0|0
|1|10035918|0|0|3/31/2023|1040585391||1040585391|0|0
|1|10035918|0|0|3/31/2023|1041360982||1041360982|0|0
|1|10035918|0|0|3/31/2023|1040880702||1040880702|0|0
|1|10035918|0|0|3/31/2023|1041397893||1041397893|0|0
|1|10035918|0|0|3/31/2023|1040896379||1040896379|0|0
|1|10035918|0|0|3/31/2023|1041837076||1041837076|0|0
|1|10035918|0|0|3/31/2023|1040910765||1040910765|0|0
|1|10035918|0|0|3/31/2023|1041837280||1041837280|0|0
|1|10035918|0|0|3/31/2023|1040987219||1040987219|0|0
|1|10035918|0|0|3/31/2023|1040303632||1040303632|0|0
|1|10035918|0|0|3/31/2023|1041004406||1041004406|0|0
|1|10035918|0|0|3/31/2023|1040303721||1040303721|0|0
|1|10035918|0|0|3/31/2023|1041028835||1041028835|0|0
|1|10035918|0|0|3/31/2023|1040431226||1040431226|0|0
|1|10035918|0|0|3/31/2023|1041028836||1041028836|0|0
|1|10035918|0|0|3/31/2023|1040692285||1040692285|0|0
|1|10035918|0|0|3/31/2023|1041041364||1041041364|0|0
|1|10035918|0|0|3/31/2023|1040823168||1040823168|0|0
|1|10035918|0|0|3/31/2023|1041054983||1041054983|0|0
|1|10035918|0|0|3/31/2023|1041207779||1041207779|0|0
|1|10035918|0|0|3/31/2023|1040754523||1040754523|0|0
|1|10035918|0|0|3/31/2023|1041245986||1041245986|0|0
|1|10035918|0|0|3/31/2023|1040928373||1040928373|0|0
|1|10035918|0|0|3/31/2023|1041289187||1041289187|0|0
|1|10035918|0|0|3/31/2023|1040950529||1040950529|0|0
|1|10035918|0|0|3/31/2023|1041317142||1041317142|0|0
|1|10035918|0|0|3/31/2023|1040965192||1040965192|0|0
|1|10035918|0|0|3/31/2023|1040705181||1040705181|0|0
|1|10035918|0|0|3/31/2023|1041055033||1041055033|0|0
|1|10035918|0|0|3/31/2023|1040713166||1040713166|0|0
|1|10035918|0|0|3/31/2023|1041067273||1041067273|0|0
|1|10035918|0|0|3/31/2023|1040741745||1040741745|0|0
|1|10035918|0|0|3/31/2023|1041079587||1041079587|0|0
|1|10035918|0|0|3/31/2023|1040803209||1040803209|0|0
|1|10035918|0|0|3/31/2023|1041123683||1041123683|0|0
|1|10035918|0|0|3/31/2023|1040880830||1040880830|0|0
|1|10035918|0|0|3/31/2023|1041157577||1041157577|0|0
|1|10035918|0|0|3/31/2023|1041067214||1041067214|0|0
|1|10035918|0|0|3/31/2023|1041230948||1041230948|0|0
|1|10035918|0|0|3/31/2023|1041157738||1041157738|0|0
|1|10035918|0|0|3/31/2023|1041317116||1041317116|0|0
|1|10035918|0|0|3/31/2023|1041289063||1041289063|0|0
|1|10035918|0|0|3/31/2023|1041382368||1041382368|0|0
|1|10035918|0|0|3/31/2023|1041413271||1041413271|0|0
|1|10035918|0|0|3/31/2023|1041382369||1041382369|0|0
|1|10035918|0|0|3/31/2023|1041437495|Short|1041437495|0|0
|1|10035918|0|0|3/31/2023|1041437611|Short|1041437611|0|0
|1|10035918|0|0|3/31/2023|1040552891||1040552891|0|0
|1|10035918|0|0|3/31/2023|1040828504||1040828504|0|0
|1|10035918|0|0|3/31/2023|1040398074||1040398074|0|0
|1|10035918|0|0|3/31/2023|1040858589||1040858589|0|0
|1|10035918|0|0|3/31/2023|1040575394||1040575394|0|0
|1|10035918|0|0|3/31/2023|1040896507||1040896507|0|0
|1|10035918|0|0|3/31/2023|1040910739||1040910739|0|0
|1|10035918|0|0|3/31/2023|1040950588||1040950588|0|0
|1|10035918|0|0|3/31/2023|1040928420||1040928420|0|0
|1|10035918|0|0|3/31/2023|1041191975||1041191975|0|0
|1|10035918|0|0|3/31/2023|1041226238||1041226238|0|0
|1|10035918|0|0|3/31/2023|1041360983||1041360983|0|0
|1|10035918|0|0|3/31/2023|1041413297||1041413297|0|0
|1|10035918|0|0|3/31/2023|1040431199||1040431199|0|0
|1|10035918|0|0|3/31/2023|1040506515||1040506515|0|0
|1|10035918|0|0|3/31/2023|1040741553||1040741553|0|0
|1|10035918|0|0|3/31/2023|1037648557||1037648557|0|164660.2294
|1|10035918|18339.433|18339.433|3/31/2023|1041024257|Long|1041024257|0|0
|1|10035918|0|0|3/31/2023|1041024256|Long|1041024256|0|12633.248
|1|10035918|0|0|3/31/2023|1040366425||1040366425|0|0
|1|10035918|0|0|3/31/2023|1040575562||1040575562|0|0
|1|10035918|0|0|3/31/2023|1041437641|Short|1041437641|0|0
|1|10035918|0|0|3/31/2023|1041382514||1041382514|0|0
|1|10035918|0|0|3/31/2023|1040617742||1040617742|0|0
|1|10035918|0|0|3/31/2023|1041191917||1041191917|0|0
|1|10035918|0|0|3/31/2023|1040553020||1040553020|0|0
|1|10035918|0|0|3/31/2023|1040965270||1040965270|0|0
|1|10035918|0|0|3/31/2023|1040644326||1040644326|0|0
|1|10035918|0|0|3/31/2023|1041246154||1041246154|0|0
|1|10035918|0|0|3/31/2023|1040823232||1040823232|0|0
|1|10035918|0|0|3/31/2023|1041041522||1041041522|0|0
|1|10035918|0|0|3/31/2023|1040681595||1040681595|0|0
|1|10035918|0|0|3/31/2023|1041397750||1041397750|0|0
|1|10035918|0|0|3/31/2023|1041208030||1041208030|0|0
|1|10035918|0|0|3/31/2023|1041157491||1041157491|0|0
|1|10035918|0|0|3/31/2023|1040754275||1040754275|0|0
|1|10035918|0|0|3/31/2023|1040950342||1040950342|0|0
|1|10035918|0|0|3/31/2023|1041412989||1041412989|0|0
|1|10035918|0|0|3/31/2023|1041178657||1041178657|0|0
|1|10035918|0|0|3/31/2023|1041079454||1041079454|0|0
|1|10035918|0|0|3/31/2023|1041067359||1041067359|0|0
|1|10035918|0|0|3/31/2023|1041123538||1041123538|0|0
|1|10035918|0|0|3/31/2023|1040303567||1040303567|0|0
|1|10035918|0|0|3/31/2023|1041316998||1041316998|0|0
|1|10035918|0|0|3/31/2023|1041141142||1041141142|0|0
|1|10035918|0|0|3/31/2023|1040803340||1040803340|0|0
|1|10035918|0|0|3/31/2023|1040431126||1040431126|0|0
|1|10035918|0|0|3/31/2023|1040828752||1040828752|0|0
|1|10035918|0|0|3/31/2023|1041361128||1041361128|0|0
|1|10035918|0|0|3/31/2023|1040987353||1040987353|0|0
|1|10035918|0|0|3/31/2023|1040585470||1040585470|0|0
|1|10035918|0|0|3/31/2023|1041004538||1041004538|0|0
|1|10035918|0|0|3/31/2023|1041837019||1041837019|0|0
|1|10035918|0|0|3/31/2023|1041028972||1041028972|0|0
|1|10035918|0|0|3/31/2023|1040617851||1040617851|0|0
|1|10035918|0|0|3/31/2023|1041226391||1041226391|0|0
|1|10035918|0|0|3/31/2023|1040398215||1040398215|0|0
|1|10035918|0|0|3/31/2023|Multiple HM Security ID|Short|Multiple HM Security ID|0|0
|1|10035918|0|0|3/31/2023|1040845938||1040845938|0|0
|1|10035918|0|0|3/31/2023|1040359212||1040359212|0|0
|1|10035918|0|0|3/31/2023|1040858477||1040858477|0|0
|1|10035918|0|0|3/31/2023|1040506644||1040506644|0|0
|1|10035918|0|0|3/31/2023|1040896681||1040896681|0|0
|1|10035918|0|0|3/31/2023|1040661052||1040661052|0|0
|1|10035918|0|0|3/31/2023|1040880860||1040880860|0|0
|1|10035918|0|0|3/31/2023|1041054822||1041054822|0|0
|1|10035918|0|0|3/31/2023|1040910653||1040910653|0|0
|1|10035918|0|0|3/31/2023|1040668474||1040668474|0|0
|1|10035918|0|0|3/31/2023|1040928232||1040928232|0|0
|1|10035918|0|0|3/31/2023|1040787449||1040787449|0|0
|1|10035918|0|0|3/31/2023|1040741775||1040741775|0|0
|1|10035918|0|0|3/31/2023|1041230807||1041230807|0|0
|1|10035918|0|0|3/31/2023|1041289217||1041289217|0|0
|1|10035918|0|0|3/31/2023|1041352051||1041352051|0|0
|1|10035918|0|0|3/31/2023|1040335311||1040335311|0|0
|1|10035918|0|0|3/31/2023|1040431330||1040431330|0|0
|1|10035918|0|0|3/31/2023|1040335310||1040335310|0|-131292.8837
|1|10035918|0|0|3/31/2023|1040681484||1040681484|0|0
|1|10035918|0|0|3/31/2023|1040358956||1040358956|0|0
|1|10035918|0|0|3/31/2023|1041079531||1041079531|0|0
|1|10035918|0|0|3/31/2023|1040506519||1040506519|0|0
|1|10035918|0|0|3/31/2023|1041123750||1041123750|0|0
|1|10035918|0|0|3/31/2023|1040660929||1040660929|0|0
|1|10035918|0|0|3/31/2023|1041192301||1041192301|0|0
